learner_id,previous_performance,learning_style,learning_goal,engagement_time,completion_rate,preferred_pacing,content_interaction,prev_course,course_id,module_id,content_type,assessment_score,feedback_rating,content_difficulty,recommended_courses
2313,63,visual,Complete course,156,0.34,Slow,9,15,7,638,Quiz,90,Average,Hard,14
2314,50,kinesthetic,Complete course,132,0.27,Slow,34,9,6,373,Video,54,Average,Intermediate,3
2315,6,auditory,Gain certification,71,0.28,Slow,34,8,2,289,Quiz,46,Poor,Intermediate,6
2316,25,kinesthetic,Master topic,261,0.25,Fast,32,11,13,88,Video,33,Poor,Intermediate,18
2317,56,kinesthetic,Gain certification,94,0.42,Moderate,6,15,3,552,Video,53,Good,Easy,15
2318,56,visual,Gain certification,181,0.77,Slow,35,10,12,612,Quiz,49,Good,Easy,12
2319,48,auditory,Complete course,63,0.82,Moderate,16,5,6,452,Video,67,Poor,Hard,2
2320,54,kinesthetic,Master topic,132,0.83,Slow,8,2,5,538,Text,48,Average,Easy,5
2321,66,auditory,Gain certification,274,0.83,Slow,9,14,10,127,Quiz,68,Excellent,Hard,11
2322,2,kinesthetic,Complete course,195,0.95,Moderate,31,3,11,516,Text,41,Good,Hard,12
2323,90,visual,Master topic,132,0.77,Moderate,5,19,3,918,Text,9,Average,Easy,18
2324,92,kinesthetic,Complete course,194,0.57,Moderate,36,15,4,331,Video,25,Average,Easy,16
2325,49,kinesthetic,Gain certification,75,0.88,Fast,35,4,4,754,Video,96,Poor,Easy,6
2326,37,auditory,Master topic,245,0.59,Fast,34,17,14,197,Quiz,90,Good,Intermediate,10
2327,64,visual,Complete course,222,0.92,Fast,9,11,3,491,Video,85,Poor,Intermediate,7
2328,76,auditory,Master topic,212,0.92,Fast,41,19,1,268,Text,99,Poor,Easy,3
2329,35,kinesthetic,Complete course,246,0.53,Slow,15,17,13,605,Text,78,Poor,Hard,19
2330,79,visual,Gain certification,260,0.7,Moderate,21,7,7,418,Quiz,0,Excellent,Easy,4
2331,43,visual,Gain certification,96,0.59,Fast,3,3,12,795,Text,70,Excellent,Intermediate,18
2332,34,visual,Complete course,69,0.86,Fast,13,5,5,647,Video,27,Good,Intermediate,13
2333,13,visual,Complete course,55,0.9,Fast,15,18,14,898,Video,51,Good,Hard,2
2334,34,auditory,Master topic,162,0.24,Moderate,25,19,14,275,Text,91,Poor,Hard,13
2335,71,visual,Master topic,184,0.29,Fast,39,20,9,433,Quiz,36,Average,Hard,8
2336,5,auditory,Master topic,229,0.55,Moderate,31,2,15,415,Text,76,Good,Hard,1
2337,82,visual,Complete course,215,0.54,Slow,30,19,4,506,Video,90,Poor,Hard,20
2338,17,visual,Complete course,275,0.95,Moderate,31,15,13,948,Quiz,59,Excellent,Hard,13
2339,23,kinesthetic,Master topic,179,0.83,Fast,38,10,19,347,Text,58,Average,Hard,16
2340,55,auditory,Gain certification,156,0.47,Moderate,45,7,2,661,Quiz,29,Poor,Hard,16
2341,40,kinesthetic,Complete course,295,0.75,Slow,25,19,7,827,Text,79,Excellent,Hard,8
2342,50,visual,Complete course,49,0.62,Slow,49,14,13,505,Quiz,53,Good,Hard,17
2343,61,auditory,Gain certification,38,0.7,Moderate,40,4,18,933,Text,70,Average,Hard,12
2344,48,auditory,Gain certification,265,0.24,Moderate,48,12,5,964,Quiz,84,Average,Hard,3
2345,31,visual,Complete course,155,0.94,Slow,8,13,17,932,Quiz,32,Excellent,Intermediate,1
2346,57,auditory,Gain certification,239,0.84,Slow,6,15,1,754,Text,69,Good,Intermediate,14
2347,62,visual,Master topic,39,0.41,Fast,26,14,8,226,Video,0,Good,Intermediate,17
2348,62,kinesthetic,Gain certification,165,0.99,Fast,4,11,6,786,Video,54,Poor,Hard,7
2349,86,kinesthetic,Gain certification,55,0.44,Fast,22,10,1,872,Quiz,23,Average,Hard,4
2350,32,auditory,Master topic,277,0.49,Slow,17,12,12,776,Video,0,Good,Hard,15
2351,44,visual,Complete course,129,0.93,Fast,22,15,15,563,Text,87,Excellent,Easy,19
2352,88,visual,Master topic,265,0.47,Moderate,2,11,14,753,Quiz,7,Average,Intermediate,8
2353,64,kinesthetic,Complete course,259,0.94,Moderate,39,7,16,454,Quiz,45,Poor,Intermediate,12
2354,73,kinesthetic,Master topic,177,0.5,Fast,48,20,18,264,Quiz,39,Poor,Easy,5
2355,85,auditory,Gain certification,133,0.25,Fast,34,3,17,998,Quiz,7,Average,Hard,20
2356,71,kinesthetic,Gain certification,299,0.57,Slow,20,16,9,291,Text,3,Average,Hard,16
2357,61,kinesthetic,Gain certification,137,0.88,Moderate,29,13,7,442,Quiz,1,Average,Hard,10
2358,64,kinesthetic,Gain certification,270,0.38,Moderate,37,6,5,244,Quiz,40,Average,Intermediate,11
2359,87,auditory,Gain certification,100,0.34,Slow,8,11,11,686,Video,64,Good,Intermediate,6
2360,53,visual,Gain certification,167,0.62,Slow,28,7,18,954,Video,10,Average,Intermediate,20
2361,53,visual,Complete course,113,0.72,Slow,30,10,5,648,Text,23,Poor,Intermediate,11
2362,94,kinesthetic,Gain certification,99,0.27,Moderate,17,1,8,761,Video,26,Excellent,Easy,11
2363,76,visual,Master topic,260,0.63,Moderate,13,9,7,215,Text,32,Poor,Intermediate,19
2364,38,auditory,Complete course,189,0.32,Fast,44,19,1,799,Video,66,Average,Easy,12
2365,33,kinesthetic,Complete course,243,0.71,Slow,5,6,10,480,Quiz,64,Average,Intermediate,8
2366,12,visual,Gain certification,183,0.83,Fast,8,10,13,350,Quiz,42,Good,Hard,18
2367,86,kinesthetic,Master topic,290,0.88,Slow,6,12,17,7,Quiz,89,Good,Intermediate,16
2368,90,auditory,Gain certification,295,0.4,Slow,41,3,9,389,Text,80,Excellent,Easy,12
2369,98,auditory,Master topic,50,0.41,Slow,22,6,18,253,Quiz,85,Poor,Easy,4
2370,47,kinesthetic,Gain certification,108,0.4,Slow,1,14,7,19,Video,15,Average,Hard,1
2371,60,visual,Complete course,229,0.57,Moderate,21,19,4,147,Video,16,Good,Hard,16
2372,97,kinesthetic,Complete course,32,0.65,Moderate,20,12,6,9,Video,70,Average,Intermediate,3
2373,49,visual,Complete course,130,0.84,Slow,31,13,8,315,Text,91,Good,Easy,10
2374,58,auditory,Gain certification,216,0.88,Slow,18,10,18,997,Quiz,14,Excellent,Hard,3
2375,61,kinesthetic,Complete course,237,0.58,Slow,7,16,14,230,Video,43,Excellent,Intermediate,11
2376,14,auditory,Master topic,155,0.55,Fast,22,8,8,272,Video,77,Average,Easy,14
2377,66,kinesthetic,Master topic,234,0.95,Fast,7,15,14,375,Video,92,Poor,Easy,15
2378,70,kinesthetic,Complete course,153,0.89,Fast,8,14,2,735,Text,42,Average,Easy,7
2379,11,auditory,Gain certification,149,0.79,Fast,22,18,5,184,Video,34,Good,Intermediate,7
2380,13,auditory,Master topic,280,0.41,Moderate,29,5,14,672,Quiz,37,Average,Intermediate,5
2381,42,auditory,Gain certification,126,0.82,Fast,10,7,14,217,Video,35,Good,Intermediate,16
2382,10,kinesthetic,Complete course,81,0.36,Moderate,20,5,17,527,Text,8,Good,Hard,15
2383,26,kinesthetic,Gain certification,224,0.88,Fast,23,18,1,463,Text,13,Excellent,Easy,1
2384,72,visual,Gain certification,202,0.59,Fast,36,4,15,80,Quiz,92,Good,Easy,13
2385,5,kinesthetic,Complete course,176,0.68,Moderate,7,7,6,79,Video,86,Average,Intermediate,20
2386,15,visual,Gain certification,45,0.58,Moderate,44,18,10,663,Video,41,Excellent,Intermediate,19
2387,75,visual,Master topic,238,0.3,Slow,46,8,19,329,Quiz,39,Poor,Hard,16
2388,17,auditory,Gain certification,133,0.4,Slow,45,3,7,978,Video,70,Excellent,Intermediate,10
2389,84,auditory,Gain certification,280,0.25,Slow,18,11,12,123,Video,7,Excellent,Easy,14
2390,71,visual,Gain certification,289,0.59,Fast,36,6,15,4,Video,13,Excellent,Easy,5
2391,46,visual,Master topic,269,0.41,Slow,25,10,15,504,Text,89,Good,Intermediate,15
2392,96,auditory,Master topic,227,0.92,Slow,38,13,9,732,Quiz,14,Excellent,Easy,16
2393,12,visual,Gain certification,38,0.88,Fast,42,5,10,402,Quiz,86,Poor,Intermediate,19
2394,34,kinesthetic,Master topic,66,0.59,Slow,35,5,2,563,Quiz,6,Poor,Easy,16
2395,34,kinesthetic,Gain certification,136,0.3,Slow,5,9,17,350,Text,49,Good,Intermediate,3
2396,39,visual,Master topic,289,0.96,Slow,4,17,18,113,Quiz,39,Poor,Easy,18
2397,94,auditory,Gain certification,137,0.68,Fast,33,19,1,894,Video,14,Excellent,Intermediate,2
2398,19,kinesthetic,Gain certification,116,0.6,Moderate,35,10,7,246,Video,14,Excellent,Hard,13
2399,94,kinesthetic,Master topic,185,0.65,Slow,31,14,10,454,Video,64,Good,Hard,7
2400,80,visual,Complete course,116,0.91,Moderate,12,4,18,908,Text,8,Average,Intermediate,8
2401,51,visual,Complete course,185,0.96,Fast,37,7,16,170,Video,72,Excellent,Hard,14
2402,17,visual,Gain certification,70,0.32,Slow,7,9,9,599,Text,43,Excellent,Easy,8
2403,40,visual,Gain certification,146,0.28,Slow,26,19,19,607,Video,51,Excellent,Easy,11
2404,32,auditory,Gain certification,159,0.86,Fast,30,13,13,495,Video,74,Excellent,Easy,13
2405,66,kinesthetic,Complete course,297,0.98,Moderate,14,2,7,518,Text,11,Excellent,Easy,17
2406,1,auditory,Gain certification,42,0.47,Moderate,25,4,4,617,Quiz,68,Average,Easy,14
2407,17,auditory,Master topic,90,0.84,Fast,8,17,12,565,Video,34,Good,Easy,2
2408,18,auditory,Complete course,79,0.59,Moderate,23,13,4,636,Text,65,Poor,Hard,14
2409,45,auditory,Gain certification,226,0.47,Fast,46,2,4,221,Quiz,25,Good,Easy,19
2410,28,auditory,Master topic,95,0.6,Fast,20,12,9,390,Quiz,32,Poor,Hard,8
2411,42,kinesthetic,Complete course,48,0.66,Moderate,14,2,9,822,Video,62,Good,Hard,2
2412,96,auditory,Complete course,289,0.79,Slow,44,8,1,784,Text,44,Good,Easy,9
2413,39,kinesthetic,Gain certification,108,0.62,Moderate,32,19,11,384,Text,78,Excellent,Easy,2
2414,69,kinesthetic,Gain certification,61,0.64,Slow,13,13,12,71,Text,23,Good,Intermediate,6
2415,41,kinesthetic,Gain certification,251,0.82,Moderate,20,4,9,113,Video,63,Poor,Hard,1
2416,41,kinesthetic,Master topic,250,0.49,Moderate,10,2,13,564,Video,38,Good,Easy,14
2417,6,visual,Gain certification,172,0.42,Slow,3,19,13,485,Quiz,3,Average,Easy,1
2418,46,kinesthetic,Gain certification,140,0.81,Fast,46,9,6,235,Quiz,96,Average,Hard,3
2419,64,visual,Master topic,87,0.56,Fast,4,19,12,871,Video,81,Poor,Easy,9
2420,43,kinesthetic,Complete course,61,0.98,Slow,4,13,10,107,Quiz,33,Excellent,Easy,14
2421,20,auditory,Gain certification,67,0.57,Slow,48,8,10,521,Text,26,Poor,Hard,7
2422,83,auditory,Complete course,30,0.62,Moderate,7,20,7,948,Quiz,27,Excellent,Easy,3
2423,37,visual,Gain certification,212,0.59,Moderate,33,12,7,910,Text,90,Poor,Easy,12
2424,26,kinesthetic,Gain certification,230,0.97,Fast,5,12,3,640,Video,77,Average,Intermediate,16
2425,42,auditory,Gain certification,177,0.97,Slow,15,7,10,666,Text,93,Average,Hard,13
2426,23,auditory,Master topic,280,0.84,Fast,39,20,1,943,Text,73,Good,Easy,8
2427,99,visual,Gain certification,58,0.72,Moderate,34,16,14,142,Video,0,Good,Hard,20
2428,80,kinesthetic,Master topic,82,0.32,Moderate,13,16,9,995,Quiz,88,Excellent,Hard,8
2429,31,auditory,Master topic,217,0.89,Fast,42,2,9,358,Video,24,Poor,Intermediate,2
2430,21,kinesthetic,Complete course,130,0.82,Moderate,21,4,3,758,Quiz,49,Good,Hard,4
2431,67,visual,Complete course,262,0.7,Slow,28,13,14,861,Video,61,Poor,Hard,19
2432,1,kinesthetic,Complete course,242,0.38,Fast,33,19,18,397,Text,81,Excellent,Hard,2
2433,63,visual,Gain certification,239,0.58,Slow,32,20,9,831,Video,30,Good,Intermediate,1
2434,41,visual,Master topic,121,0.2,Moderate,24,4,15,91,Quiz,18,Excellent,Easy,4
2435,50,kinesthetic,Complete course,272,0.65,Moderate,25,9,2,627,Text,68,Excellent,Intermediate,9
2436,54,auditory,Gain certification,149,0.43,Moderate,14,9,2,553,Text,91,Poor,Hard,17
2437,94,visual,Complete course,228,0.58,Slow,42,14,19,43,Text,18,Average,Easy,9
2438,45,visual,Gain certification,89,0.92,Slow,16,4,4,390,Video,31,Average,Intermediate,14
2439,77,visual,Complete course,61,0.76,Fast,36,10,11,442,Video,67,Good,Hard,16
2440,53,visual,Complete course,191,0.3,Moderate,10,5,8,103,Text,38,Good,Hard,7
2441,13,kinesthetic,Gain certification,228,0.55,Fast,18,10,11,110,Video,42,Excellent,Hard,5
2442,68,kinesthetic,Complete course,216,0.23,Moderate,15,2,5,638,Quiz,95,Good,Intermediate,19
2443,2,visual,Master topic,107,0.95,Slow,47,8,16,165,Quiz,99,Excellent,Intermediate,6
2444,3,auditory,Gain certification,75,0.39,Fast,39,18,7,61,Video,53,Excellent,Intermediate,12
2445,43,auditory,Gain certification,59,0.81,Fast,15,4,19,300,Quiz,33,Good,Hard,9
2446,16,auditory,Gain certification,96,0.3,Slow,31,5,7,677,Quiz,85,Excellent,Easy,7
2447,26,kinesthetic,Gain certification,132,0.7,Moderate,3,18,7,893,Video,34,Good,Hard,10
2448,50,kinesthetic,Complete course,220,0.83,Moderate,16,10,17,109,Video,11,Good,Easy,8
2449,64,visual,Complete course,232,0.36,Slow,17,18,18,366,Video,4,Average,Easy,6
2450,0,kinesthetic,Complete course,42,0.97,Fast,23,5,5,695,Video,88,Average,Hard,1
2451,88,kinesthetic,Master topic,147,0.61,Slow,15,13,3,613,Quiz,80,Good,Hard,19
2452,79,visual,Gain certification,295,0.92,Fast,35,19,9,447,Text,54,Good,Easy,5
2453,15,kinesthetic,Complete course,83,0.66,Slow,10,10,5,806,Text,22,Good,Hard,19
2454,78,visual,Gain certification,148,0.57,Fast,12,5,11,615,Video,38,Good,Hard,20
2455,35,kinesthetic,Complete course,205,0.85,Slow,28,3,9,340,Video,58,Poor,Hard,9
2456,30,kinesthetic,Master topic,167,0.27,Slow,37,12,14,387,Video,15,Excellent,Intermediate,6
2457,68,auditory,Complete course,211,0.89,Moderate,32,15,11,5,Video,52,Good,Intermediate,9
2458,73,visual,Master topic,76,0.75,Fast,18,17,12,985,Video,38,Poor,Intermediate,15
2459,1,kinesthetic,Master topic,57,0.65,Fast,26,10,9,226,Video,43,Poor,Hard,14
2460,90,kinesthetic,Complete course,224,0.64,Slow,5,9,3,602,Text,12,Good,Intermediate,20
2461,62,auditory,Master topic,153,0.99,Slow,30,12,7,328,Quiz,96,Good,Intermediate,2
2462,41,auditory,Master topic,220,0.97,Slow,36,17,15,226,Text,2,Average,Hard,17
2463,65,kinesthetic,Gain certification,173,0.95,Slow,12,14,7,82,Quiz,73,Good,Easy,6
2464,23,auditory,Gain certification,288,0.2,Slow,19,16,2,630,Video,11,Excellent,Intermediate,17
2465,41,auditory,Complete course,208,0.23,Moderate,20,6,7,132,Text,18,Average,Hard,6
2466,81,auditory,Gain certification,185,0.33,Moderate,19,8,6,126,Video,57,Excellent,Easy,2
2467,94,auditory,Master topic,133,0.3,Slow,32,5,17,931,Quiz,69,Poor,Intermediate,2
2468,52,auditory,Gain certification,111,0.3,Slow,46,10,7,49,Text,73,Excellent,Hard,2
2469,99,auditory,Complete course,80,0.24,Moderate,16,15,15,858,Video,46,Poor,Hard,20
2470,96,auditory,Complete course,108,0.72,Moderate,41,4,13,734,Video,35,Good,Easy,8
2471,32,visual,Gain certification,164,0.41,Moderate,21,4,5,356,Text,73,Poor,Easy,8
2472,33,visual,Gain certification,51,0.79,Slow,37,7,1,318,Text,91,Average,Intermediate,12
2473,16,kinesthetic,Complete course,31,0.5,Slow,28,6,17,524,Video,40,Good,Intermediate,14
2474,31,auditory,Complete course,168,0.32,Moderate,10,2,15,845,Quiz,34,Excellent,Easy,5
2475,82,kinesthetic,Master topic,251,0.76,Fast,19,17,7,837,Video,1,Poor,Easy,13
2476,74,visual,Master topic,122,0.71,Fast,20,16,19,191,Quiz,21,Average,Easy,14
2477,93,kinesthetic,Gain certification,295,0.66,Slow,3,14,10,631,Text,40,Average,Easy,4
2478,49,kinesthetic,Complete course,222,0.33,Slow,1,5,2,889,Text,69,Poor,Easy,7
2479,74,auditory,Gain certification,239,0.25,Slow,30,20,7,584,Video,21,Poor,Intermediate,12
2480,55,kinesthetic,Complete course,70,0.65,Slow,1,4,12,790,Quiz,85,Average,Hard,6
2481,49,visual,Complete course,180,0.51,Moderate,7,2,6,865,Video,29,Poor,Easy,13
2482,56,auditory,Master topic,73,0.23,Fast,30,16,19,221,Text,72,Excellent,Intermediate,4
2483,39,auditory,Gain certification,223,0.65,Fast,8,18,5,875,Video,33,Poor,Easy,12
2484,84,auditory,Complete course,50,0.78,Slow,42,1,11,477,Video,14,Excellent,Hard,17
2485,84,visual,Gain certification,126,0.98,Fast,28,17,1,793,Text,81,Excellent,Intermediate,6
2486,42,auditory,Complete course,241,0.63,Slow,23,3,12,977,Video,24,Poor,Hard,8
2487,41,visual,Complete course,31,0.2,Fast,44,16,6,952,Text,82,Excellent,Intermediate,5
2488,64,visual,Complete course,166,0.76,Moderate,17,18,1,922,Quiz,58,Poor,Hard,13
2489,13,kinesthetic,Complete course,139,0.66,Moderate,15,4,7,220,Video,69,Excellent,Easy,8
2490,47,kinesthetic,Master topic,216,0.98,Fast,47,4,3,222,Text,40,Excellent,Easy,2
2491,97,auditory,Master topic,285,0.98,Slow,19,8,12,273,Video,39,Good,Easy,12
2492,71,kinesthetic,Gain certification,121,0.91,Fast,16,16,8,833,Video,90,Poor,Easy,19
2493,82,visual,Master topic,111,0.94,Moderate,38,11,14,520,Quiz,49,Average,Intermediate,8
2494,27,visual,Complete course,274,0.58,Fast,39,16,14,176,Video,34,Average,Hard,4
2495,89,visual,Master topic,48,0.34,Slow,44,14,17,146,Text,8,Excellent,Easy,14
2496,15,auditory,Gain certification,181,0.83,Slow,21,3,2,834,Video,68,Average,Hard,7
2497,65,visual,Master topic,212,0.66,Slow,18,16,14,490,Quiz,35,Average,Intermediate,13
2498,88,kinesthetic,Master topic,138,0.34,Moderate,28,9,6,104,Video,13,Good,Hard,1
2499,52,visual,Master topic,100,0.26,Fast,21,10,10,346,Quiz,18,Excellent,Hard,14
2500,78,auditory,Master topic,133,0.28,Moderate,8,15,18,107,Video,9,Poor,Easy,17
2501,2,kinesthetic,Gain certification,84,0.39,Fast,29,19,6,914,Video,19,Good,Easy,7
2502,79,auditory,Master topic,56,0.28,Slow,19,20,14,995,Video,8,Excellent,Easy,3
2503,58,auditory,Gain certification,39,0.63,Moderate,21,19,19,128,Video,55,Excellent,Hard,4
2504,90,auditory,Gain certification,236,0.51,Fast,36,9,4,192,Text,17,Poor,Hard,18
2505,83,auditory,Gain certification,134,0.99,Moderate,4,11,17,376,Text,95,Good,Hard,14
2506,33,visual,Master topic,225,0.33,Moderate,47,10,12,570,Video,40,Poor,Intermediate,8
2507,26,auditory,Master topic,65,0.91,Slow,28,20,5,33,Video,34,Excellent,Hard,5
2508,35,kinesthetic,Complete course,241,0.36,Slow,15,4,4,556,Quiz,66,Good,Intermediate,15
2509,47,visual,Master topic,142,0.31,Fast,5,13,4,695,Video,40,Excellent,Hard,3
2510,61,kinesthetic,Gain certification,268,0.68,Fast,43,12,14,624,Text,90,Average,Hard,20
2511,2,kinesthetic,Master topic,258,0.22,Moderate,43,15,1,873,Quiz,17,Good,Hard,15
2512,81,kinesthetic,Master topic,168,0.69,Fast,22,16,1,209,Text,30,Poor,Hard,6
2513,92,kinesthetic,Master topic,129,0.41,Slow,18,6,17,232,Text,44,Poor,Easy,18
2514,95,kinesthetic,Complete course,298,0.65,Slow,35,11,2,411,Text,12,Average,Easy,15
2515,63,visual,Complete course,160,0.99,Slow,8,18,4,812,Quiz,12,Excellent,Hard,3
2516,22,auditory,Master topic,120,0.45,Fast,12,18,8,784,Video,64,Good,Easy,1
2517,22,kinesthetic,Complete course,186,0.82,Fast,45,14,2,906,Video,62,Poor,Hard,18
2518,23,visual,Complete course,260,0.99,Fast,9,9,3,250,Video,17,Good,Easy,2
2519,30,auditory,Master topic,268,0.94,Moderate,47,7,18,540,Text,5,Poor,Easy,10
2520,71,kinesthetic,Gain certification,78,0.44,Fast,12,12,18,36,Video,48,Poor,Hard,9
2521,76,visual,Master topic,209,0.52,Fast,2,1,14,782,Quiz,82,Poor,Easy,7
2522,63,visual,Gain certification,259,0.24,Fast,37,11,16,461,Quiz,26,Excellent,Hard,19
2523,47,kinesthetic,Master topic,31,0.52,Slow,40,10,6,448,Video,53,Poor,Intermediate,13
2524,70,auditory,Complete course,285,0.29,Moderate,11,5,9,186,Text,7,Good,Intermediate,10
2525,71,visual,Gain certification,94,0.92,Moderate,27,8,12,700,Video,25,Good,Hard,9
2526,25,auditory,Complete course,275,0.49,Fast,49,18,10,512,Text,24,Excellent,Easy,4
2527,55,visual,Complete course,280,0.22,Fast,39,18,17,724,Video,45,Good,Intermediate,13
2528,55,auditory,Gain certification,134,0.77,Slow,44,11,5,492,Video,29,Average,Easy,4
2529,43,visual,Gain certification,61,0.83,Fast,37,4,11,445,Quiz,50,Excellent,Hard,1
2530,73,kinesthetic,Master topic,91,0.72,Moderate,43,1,9,984,Quiz,64,Average,Hard,19
2531,34,auditory,Gain certification,124,0.81,Fast,33,17,4,432,Quiz,69,Good,Easy,18
2532,51,kinesthetic,Master topic,198,0.64,Moderate,16,9,19,172,Text,11,Poor,Hard,6
2533,34,visual,Gain certification,175,0.86,Slow,36,10,10,216,Quiz,18,Average,Easy,7
2534,84,auditory,Master topic,132,0.49,Moderate,43,18,17,740,Video,44,Excellent,Intermediate,5
2535,9,visual,Master topic,256,0.86,Fast,1,3,14,603,Text,74,Good,Easy,8
2536,13,auditory,Complete course,157,0.24,Fast,43,18,14,81,Quiz,8,Poor,Intermediate,3
2537,67,auditory,Gain certification,55,0.98,Moderate,47,20,15,859,Quiz,42,Good,Hard,10
2538,91,visual,Complete course,129,0.5,Fast,20,10,14,330,Text,58,Good,Easy,8
2539,80,kinesthetic,Master topic,281,0.92,Slow,7,6,15,454,Quiz,79,Poor,Intermediate,4
2540,73,kinesthetic,Gain certification,82,0.39,Slow,35,5,5,928,Video,36,Excellent,Intermediate,4
2541,41,auditory,Complete course,255,0.8,Slow,17,20,5,331,Text,94,Good,Intermediate,18
2542,59,kinesthetic,Master topic,78,0.5,Moderate,1,6,5,709,Quiz,0,Excellent,Easy,2
2543,58,auditory,Gain certification,193,0.67,Fast,34,6,14,258,Video,61,Average,Easy,15
2544,97,visual,Master topic,189,0.39,Fast,27,7,10,628,Text,70,Good,Hard,7
2545,18,auditory,Complete course,113,0.22,Slow,22,17,10,508,Text,1,Good,Hard,3
2546,49,visual,Gain certification,206,0.65,Moderate,49,15,8,369,Quiz,86,Average,Intermediate,12
2547,57,visual,Master topic,202,0.34,Moderate,1,1,7,701,Text,4,Average,Intermediate,14
2548,54,visual,Master topic,96,0.29,Slow,14,1,2,92,Text,89,Good,Intermediate,19
2549,87,auditory,Gain certification,287,0.66,Fast,18,13,19,510,Video,99,Good,Hard,6
2550,38,auditory,Complete course,249,0.4,Moderate,23,5,15,157,Video,70,Good,Intermediate,14
2551,52,auditory,Master topic,233,0.29,Fast,31,20,18,771,Text,56,Excellent,Easy,12
2552,93,visual,Master topic,47,0.67,Fast,44,18,7,856,Text,64,Average,Hard,20
2553,37,auditory,Complete course,289,0.96,Fast,38,19,19,947,Quiz,63,Excellent,Easy,9
2554,19,auditory,Master topic,284,0.43,Moderate,46,2,17,707,Video,76,Average,Intermediate,18
2555,29,auditory,Gain certification,126,0.29,Fast,33,13,9,821,Video,98,Average,Hard,4
2556,4,visual,Master topic,248,0.8,Moderate,7,18,15,840,Quiz,99,Poor,Easy,13
2557,57,visual,Complete course,130,0.57,Slow,46,12,4,718,Quiz,72,Excellent,Intermediate,16
2558,49,visual,Gain certification,277,0.77,Slow,42,16,4,895,Quiz,47,Good,Intermediate,4
2559,16,auditory,Gain certification,172,0.3,Fast,42,15,3,21,Video,21,Poor,Easy,15
