learner_id,previous_performance,learning_style,learning_goal,engagement_time,completion_rate,preferred_pacing,content_interaction,prev_course
2638,56,kinesthetic,Complete course,243,0.37,Fast,35,20
2639,60,auditory,Master topic,91,0.37,Slow,39,8
2640,26,kinesthetic,Complete course,172,0.38,Slow,29,3
2641,94,kinesthetic,Master topic,147,0.44,Moderate,1,7
2642,71,kinesthetic,Master topic,63,0.26,Moderate,4,19
2643,48,visual,Gain certification,87,0.97,Slow,16,6
2644,18,kinesthetic,Complete course,226,0.58,Fast,5,3
2645,19,kinesthetic,Gain certification,86,0.49,Moderate,45,14
2646,22,kinesthetic,Gain certification,81,0.52,Fast,36,17
2647,40,visual,Gain certification,113,0.68,Moderate,38,15
2648,81,visual,Gain certification,40,0.51,Moderate,18,14
2649,44,visual,Gain certification,175,0.77,Slow,21,16
2650,90,visual,Complete course,83,0.3,Slow,43,7
2651,92,auditory,Complete course,292,0.96,Fast,7,17
2652,2,visual,Complete course,99,0.69,Fast,9,18
2653,55,kinesthetic,Gain certification,39,0.22,Fast,18,7
2654,33,auditory,Master topic,46,0.33,Slow,7,12
2655,35,kinesthetic,Master topic,286,0.84,Moderate,27,19
2656,64,auditory,Master topic,83,0.62,Slow,46,7
2657,35,kinesthetic,Master topic,297,0.92,Slow,33,2
2658,82,visual,Master topic,55,0.23,Slow,30,6
2659,33,visual,Complete course,51,0.77,Moderate,32,9
2660,8,visual,Gain certification,222,0.34,Fast,43,5
2661,89,visual,Gain certification,92,0.62,Slow,18,19
2662,26,auditory,Gain certification,147,0.26,Fast,49,7
2663,36,kinesthetic,Gain certification,114,0.41,Slow,27,19
2664,5,auditory,Complete course,89,0.85,Moderate,25,3
2665,27,kinesthetic,Complete course,247,0.88,Slow,19,2
2666,19,kinesthetic,Complete course,164,0.99,Moderate,48,16
2667,17,kinesthetic,Complete course,143,0.69,Slow,41,8
2668,67,visual,Gain certification,143,0.97,Slow,30,19
2669,66,auditory,Complete course,177,0.51,Slow,32,17
2670,62,visual,Gain certification,277,0.85,Moderate,43,17
2671,31,auditory,Complete course,297,0.53,Fast,4,15
2672,70,kinesthetic,Complete course,119,0.44,Fast,10,9
2673,18,auditory,Gain certification,163,0.57,Moderate,31,14
2674,46,kinesthetic,Gain certification,104,0.78,Slow,20,9
2675,40,visual,Master topic,70,0.65,Moderate,33,7
2676,3,kinesthetic,Complete course,119,0.51,Fast,45,19
2677,67,auditory,Complete course,64,0.48,Moderate,41,16
2678,27,auditory,Gain certification,167,0.67,Slow,25,8
2679,44,visual,Gain certification,211,0.51,Fast,33,2
2680,50,visual,Complete course,100,1.0,Moderate,31,12
2681,39,kinesthetic,Gain certification,276,0.81,Slow,48,5
2682,2,visual,Gain certification,245,0.81,Slow,19,19
2683,68,kinesthetic,Master topic,97,0.96,Fast,32,16
2684,48,auditory,Complete course,86,0.44,Slow,18,19
2685,3,visual,Master topic,153,0.9,Slow,13,11
2686,13,visual,Complete course,296,0.44,Moderate,46,5
2687,87,auditory,Gain certification,68,0.48,Moderate,45,17
2688,17,auditory,Complete course,103,0.7,Slow,13,18
2689,70,visual,Gain certification,206,0.7,Moderate,23,2
2690,58,kinesthetic,Gain certification,121,0.85,Slow,48,18
2691,43,kinesthetic,Master topic,216,0.38,Fast,20,19
2692,61,kinesthetic,Master topic,70,0.23,Fast,48,18
2693,55,visual,Complete course,287,0.4,Fast,21,8
2694,80,auditory,Master topic,128,0.37,Moderate,27,20
2695,87,visual,Master topic,285,0.7,Slow,17,2
2696,35,auditory,Complete course,259,0.77,Moderate,39,19
2697,83,visual,Complete course,70,0.37,Moderate,3,4
2698,30,kinesthetic,Master topic,123,0.39,Slow,2,11
2699,50,auditory,Complete course,273,0.97,Fast,7,4
2700,76,auditory,Complete course,50,0.8,Moderate,3,16
2701,92,kinesthetic,Complete course,148,0.64,Fast,46,18
2702,88,kinesthetic,Master topic,138,0.55,Fast,26,9
2703,69,visual,Gain certification,294,0.25,Moderate,25,7
2704,27,visual,Gain certification,108,0.32,Slow,42,6
2705,4,kinesthetic,Master topic,287,0.91,Slow,43,7
2706,61,auditory,Master topic,92,0.43,Fast,48,6
2707,87,auditory,Gain certification,54,0.4,Slow,40,15
2708,96,visual,Gain certification,149,0.69,Fast,42,15
2709,0,auditory,Master topic,261,0.69,Slow,29,15
2710,82,kinesthetic,Master topic,86,0.5,Moderate,44,16
2711,58,visual,Gain certification,90,0.88,Fast,35,20
2712,85,visual,Complete course,247,0.67,Slow,26,8
2713,27,auditory,Complete course,63,0.24,Moderate,10,11
2714,34,kinesthetic,Complete course,138,0.85,Slow,18,15
2715,23,kinesthetic,Master topic,57,0.24,Moderate,35,5
2716,23,auditory,Gain certification,35,0.98,Moderate,40,11
2717,65,visual,Complete course,264,0.63,Moderate,36,11
2718,72,visual,Gain certification,107,0.81,Slow,11,6
2719,33,auditory,Complete course,120,0.32,Slow,38,19
2720,40,auditory,Complete course,157,0.93,Fast,42,10
2721,60,visual,Gain certification,119,0.9,Fast,38,15
2722,57,visual,Master topic,138,0.52,Fast,19,14
2723,76,auditory,Master topic,230,0.27,Slow,15,8
2724,63,auditory,Master topic,78,0.86,Moderate,2,2
2725,18,visual,Gain certification,97,0.86,Slow,1,8
2726,23,auditory,Complete course,130,0.76,Fast,22,2
2727,29,auditory,Complete course,64,0.89,Fast,45,20
2728,93,kinesthetic,Complete course,168,0.75,Moderate,42,14
2729,98,kinesthetic,Complete course,239,0.96,Moderate,29,12
2730,22,auditory,Master topic,77,0.32,Slow,48,10
2731,15,visual,Master topic,102,0.31,Slow,25,18
2732,91,visual,Complete course,77,0.65,Moderate,20,13
2733,26,auditory,Complete course,226,0.39,Fast,9,11
2734,0,visual,Gain certification,286,0.71,Fast,26,6
2735,33,kinesthetic,Gain certification,277,0.92,Moderate,13,8
2736,53,auditory,Complete course,240,0.4,Slow,24,6
2737,2,visual,Complete course,256,0.37,Slow,24,10
2738,3,kinesthetic,Complete course,53,0.27,Moderate,26,8
2739,22,kinesthetic,Master topic,257,0.82,Moderate,49,15
2740,27,kinesthetic,Master topic,282,0.21,Fast,28,6
2741,3,kinesthetic,Complete course,131,0.99,Fast,17,19
2742,12,kinesthetic,Master topic,273,0.84,Slow,6,20
2743,72,auditory,Master topic,122,0.76,Moderate,12,2
2744,99,visual,Complete course,277,0.98,Slow,9,17
2745,16,kinesthetic,Master topic,249,0.26,Slow,36,14
2746,68,visual,Master topic,60,0.22,Slow,3,9
2747,86,kinesthetic,Master topic,241,0.58,Fast,10,6
2748,8,visual,Complete course,135,0.32,Moderate,14,10
2749,12,kinesthetic,Gain certification,205,0.24,Slow,21,20
2750,57,visual,Gain certification,226,0.83,Moderate,7,9
2751,61,kinesthetic,Complete course,125,0.22,Moderate,18,3
2752,28,visual,Complete course,162,0.33,Moderate,22,14
2753,11,auditory,Gain certification,158,0.49,Fast,35,19
2754,17,kinesthetic,Complete course,296,0.36,Moderate,23,20
2755,10,visual,Gain certification,70,0.39,Slow,24,5
2756,62,auditory,Master topic,160,0.51,Moderate,7,18
2757,69,kinesthetic,Gain certification,82,0.69,Slow,3,6
2758,47,kinesthetic,Complete course,247,0.3,Moderate,34,17
2759,93,auditory,Complete course,229,0.22,Slow,2,3
2760,32,visual,Master topic,119,0.34,Slow,17,7
2761,60,kinesthetic,Gain certification,280,0.99,Fast,27,19
2762,95,visual,Gain certification,161,0.34,Moderate,8,16
2763,27,visual,Gain certification,103,0.94,Slow,32,14
2764,41,kinesthetic,Gain certification,158,0.35,Moderate,21,20
2765,46,kinesthetic,Gain certification,266,0.32,Fast,32,13
2766,12,kinesthetic,Gain certification,55,0.88,Moderate,25,2
2767,43,auditory,Gain certification,70,0.68,Slow,34,7
2768,46,kinesthetic,Complete course,34,0.55,Moderate,13,6
2769,92,visual,Master topic,69,0.41,Slow,21,1
2770,52,kinesthetic,Gain certification,287,0.28,Moderate,20,20
2771,99,visual,Master topic,282,0.36,Slow,23,12
2772,96,visual,Master topic,244,0.8,Slow,33,10
2773,10,visual,Gain certification,94,0.78,Fast,40,15
2774,0,auditory,Master topic,251,0.93,Slow,18,4
2775,98,kinesthetic,Complete course,77,0.26,Fast,12,17
2776,74,auditory,Gain certification,49,0.99,Slow,37,14
2777,58,kinesthetic,Complete course,260,0.86,Slow,36,17
2778,32,auditory,Gain certification,30,0.36,Moderate,19,6
2779,69,visual,Master topic,287,0.25,Slow,6,12
2780,68,visual,Gain certification,75,0.24,Fast,44,14
2781,38,kinesthetic,Gain certification,87,0.9,Moderate,45,13
2782,30,kinesthetic,Complete course,44,0.69,Slow,39,4
2783,81,visual,Master topic,177,0.69,Fast,11,18
2784,24,auditory,Complete course,112,0.37,Slow,38,2
2785,24,visual,Complete course,112,0.25,Fast,5,17
2786,68,kinesthetic,Gain certification,131,0.37,Slow,35,1
2787,95,auditory,Gain certification,50,0.41,Moderate,35,5
2788,96,kinesthetic,Complete course,92,0.46,Fast,43,15
2789,0,auditory,Complete course,135,0.65,Slow,19,2
2790,38,kinesthetic,Master topic,277,0.79,Moderate,15,20
2791,24,visual,Complete course,192,0.27,Fast,7,11
2792,29,kinesthetic,Gain certification,104,0.39,Moderate,36,16
2793,22,kinesthetic,Master topic,268,0.77,Fast,31,1
2794,29,auditory,Master topic,190,0.65,Fast,23,11
2795,38,kinesthetic,Gain certification,116,0.63,Fast,21,1
2796,58,auditory,Complete course,253,0.34,Moderate,30,2
2797,73,visual,Gain certification,258,0.21,Moderate,40,7
2798,45,visual,Gain certification,116,0.33,Fast,23,1
2799,32,auditory,Complete course,43,0.48,Fast,22,11
2800,10,kinesthetic,Gain certification,52,0.44,Moderate,22,5
2801,11,visual,Master topic,169,0.87,Slow,48,11
2802,56,visual,Gain certification,134,0.95,Fast,41,2
2803,78,visual,Gain certification,223,0.76,Moderate,38,5
2804,27,visual,Master topic,175,0.55,Fast,42,9
2805,77,auditory,Complete course,235,0.25,Fast,18,14
2806,29,kinesthetic,Complete course,130,0.36,Slow,47,1
2807,92,auditory,Complete course,36,0.79,Moderate,4,18
2808,0,visual,Complete course,71,0.74,Moderate,39,10
2809,98,kinesthetic,Gain certification,131,0.37,Fast,8,16
2810,94,kinesthetic,Gain certification,77,0.74,Fast,15,16
2811,20,auditory,Master topic,54,0.95,Moderate,2,16
2812,28,kinesthetic,Gain certification,35,0.81,Slow,20,1
2813,10,auditory,Gain certification,174,0.33,Fast,11,5
2814,91,visual,Complete course,284,0.39,Slow,49,10
2815,41,visual,Gain certification,112,0.35,Fast,38,12
2816,75,auditory,Master topic,31,0.56,Fast,31,17
2817,96,visual,Master topic,276,0.95,Moderate,31,19
2818,39,auditory,Gain certification,269,0.82,Fast,18,8
2819,32,auditory,Gain certification,121,0.49,Slow,45,12
2820,71,visual,Master topic,254,0.9,Slow,35,5
2821,76,visual,Master topic,57,0.6,Moderate,11,5
2822,30,visual,Master topic,215,0.39,Fast,26,19
2823,93,auditory,Gain certification,91,0.56,Slow,3,11
2824,96,auditory,Gain certification,161,0.6,Slow,45,10
2825,93,visual,Gain certification,31,0.92,Slow,46,11
2826,16,kinesthetic,Gain certification,182,0.36,Moderate,49,4
2827,19,kinesthetic,Master topic,163,0.93,Slow,25,12
2828,95,kinesthetic,Complete course,160,0.31,Slow,26,7
2829,14,auditory,Complete course,33,0.97,Slow,17,7
2830,88,kinesthetic,Gain certification,108,0.67,Fast,33,5
2831,90,auditory,Gain certification,268,0.5,Slow,34,12
2832,50,kinesthetic,Gain certification,115,0.74,Fast,14,20
2833,21,kinesthetic,Gain certification,34,0.84,Moderate,1,15
2834,66,kinesthetic,Complete course,140,0.91,Moderate,12,18
2835,14,kinesthetic,Master topic,170,0.58,Moderate,1,18
2836,27,visual,Complete course,178,0.93,Moderate,32,19
2837,98,kinesthetic,Gain certification,217,0.22,Moderate,21,5
2838,43,kinesthetic,Complete course,65,0.49,Slow,41,5
2839,87,visual,Gain certification,130,0.58,Fast,15,4
2840,98,visual,Complete course,229,0.65,Moderate,38,1
2841,70,kinesthetic,Complete course,244,0.23,Slow,24,15
2842,48,kinesthetic,Gain certification,276,0.42,Slow,47,12
2843,90,auditory,Master topic,145,0.56,Fast,3,3
2844,80,visual,Master topic,158,0.36,Fast,5,20
2845,10,visual,Gain certification,295,0.38,Fast,37,1
2846,19,kinesthetic,Master topic,170,0.72,Moderate,11,19
2847,53,auditory,Master topic,106,0.9,Slow,18,15
2848,19,kinesthetic,Gain certification,122,0.58,Slow,27,1
2849,81,kinesthetic,Gain certification,62,0.74,Moderate,27,11
2850,76,kinesthetic,Gain certification,142,0.74,Slow,12,13
2851,18,kinesthetic,Complete course,104,0.74,Fast,43,4
2852,78,visual,Complete course,32,0.68,Fast,16,6
2853,39,kinesthetic,Complete course,93,0.88,Fast,47,4
2854,55,auditory,Complete course,263,0.96,Fast,49,4
2855,20,kinesthetic,Master topic,172,0.22,Fast,10,3
2856,49,visual,Gain certification,128,0.85,Fast,1,8
2857,21,kinesthetic,Complete course,245,0.69,Fast,29,20
2858,63,visual,Gain certification,261,0.55,Slow,15,13
2859,54,auditory,Gain certification,285,0.53,Moderate,4,7
2860,47,kinesthetic,Complete course,74,0.48,Moderate,2,14
2861,94,kinesthetic,Gain certification,165,0.76,Slow,39,16
2862,64,visual,Complete course,75,0.99,Fast,6,7
2863,17,kinesthetic,Gain certification,186,0.71,Fast,10,16
2864,70,visual,Complete course,121,0.32,Slow,8,6
2865,3,kinesthetic,Master topic,36,0.65,Slow,6,4
2866,89,kinesthetic,Complete course,222,0.37,Moderate,45,3
2867,22,visual,Gain certification,58,0.48,Fast,29,13
2868,24,auditory,Master topic,157,0.48,Slow,23,10
2869,64,visual,Complete course,41,0.36,Moderate,20,17
2870,32,kinesthetic,Complete course,199,0.71,Slow,30,15
2871,80,auditory,Complete course,45,0.98,Slow,1,4
2872,56,auditory,Master topic,124,0.57,Moderate,14,8
2873,49,auditory,Master topic,288,0.23,Fast,41,19
2874,77,kinesthetic,Complete course,100,0.84,Fast,33,9
2875,16,kinesthetic,Gain certification,200,0.42,Fast,23,10
2876,26,visual,Gain certification,30,0.78,Slow,8,3
2877,73,visual,Complete course,103,0.54,Moderate,29,17
2878,54,visual,Complete course,210,0.22,Moderate,49,7
2879,64,auditory,Gain certification,127,0.68,Fast,23,5
2880,82,kinesthetic,Master topic,193,0.32,Moderate,25,1
2881,35,kinesthetic,Gain certification,206,0.49,Moderate,29,15
2882,24,auditory,Gain certification,229,0.45,Fast,33,13
2883,66,auditory,Master topic,123,0.67,Moderate,22,19
2884,48,kinesthetic,Complete course,178,0.34,Slow,2,13
2885,6,visual,Complete course,69,0.98,Slow,44,15
2886,99,auditory,Master topic,94,0.74,Fast,31,19
2887,41,visual,Complete course,113,0.81,Moderate,21,13
2888,33,auditory,Master topic,274,0.59,Moderate,29,9
2889,5,auditory,Complete course,190,0.39,Slow,38,8
2890,82,visual,Master topic,150,0.87,Moderate,8,14
2891,43,visual,Gain certification,291,0.98,Slow,39,20
2892,99,auditory,Master topic,143,0.83,Moderate,37,9
2893,60,auditory,Master topic,209,0.51,Moderate,28,1
2894,13,auditory,Complete course,33,1.0,Fast,28,8
2895,47,visual,Gain certification,175,0.61,Fast,29,4
2896,73,auditory,Master topic,258,0.37,Fast,41,7
2897,99,visual,Master topic,289,0.66,Fast,46,15
2898,23,visual,Complete course,285,0.69,Slow,7,11
2899,87,kinesthetic,Complete course,106,0.64,Slow,41,1
2900,22,kinesthetic,Master topic,250,0.7,Moderate,2,10
2901,18,visual,Gain certification,200,0.27,Fast,14,1
2902,83,visual,Master topic,98,0.22,Moderate,7,13
2903,5,visual,Gain certification,72,0.95,Moderate,12,5
2904,33,visual,Complete course,63,0.8,Fast,44,13
2905,28,kinesthetic,Master topic,95,0.53,Moderate,8,5
2906,94,kinesthetic,Complete course,209,0.95,Moderate,16,20
2907,17,visual,Master topic,233,0.86,Moderate,39,19
2908,76,auditory,Master topic,285,0.29,Fast,16,11
2909,16,kinesthetic,Gain certification,201,0.25,Moderate,5,2
2910,43,kinesthetic,Gain certification,77,0.38,Fast,23,6
2911,73,auditory,Complete course,184,0.67,Moderate,33,9
2912,33,visual,Gain certification,180,0.87,Moderate,16,18
2913,83,visual,Master topic,175,0.9,Moderate,25,13
2914,39,visual,Gain certification,71,0.23,Moderate,35,5
2915,5,auditory,Master topic,164,0.37,Fast,15,13
2916,2,kinesthetic,Complete course,118,0.92,Moderate,43,13
2917,0,auditory,Gain certification,136,0.59,Moderate,46,14
2918,25,auditory,Complete course,150,0.22,Fast,38,7
2919,26,visual,Master topic,85,0.94,Slow,20,2
2920,58,auditory,Master topic,113,0.51,Fast,31,10
2921,40,auditory,Gain certification,263,0.61,Slow,11,13
2922,41,visual,Gain certification,294,0.21,Moderate,19,5
2923,69,auditory,Master topic,203,0.73,Moderate,6,8
2924,46,auditory,Gain certification,257,0.93,Fast,42,8
2925,38,kinesthetic,Complete course,170,0.9,Moderate,15,11
2926,96,visual,Complete course,232,0.39,Slow,31,16
2927,13,auditory,Complete course,205,0.51,Fast,7,1
2928,60,visual,Master topic,122,0.4,Fast,10,17
2929,75,kinesthetic,Complete course,89,0.21,Moderate,29,19
2930,79,auditory,Gain certification,232,0.44,Slow,43,7
2931,30,auditory,Master topic,156,0.96,Fast,43,20
2932,75,visual,Gain certification,157,0.73,Moderate,12,16
2933,45,kinesthetic,Gain certification,126,0.62,Moderate,26,9
2934,71,kinesthetic,Complete course,174,0.52,Slow,1,8
2935,64,kinesthetic,Master topic,193,0.89,Moderate,44,8
2936,4,visual,Gain certification,233,0.66,Moderate,18,11
2937,14,auditory,Complete course,209,0.28,Slow,25,2
2938,60,visual,Complete course,263,0.29,Moderate,14,2
2939,25,visual,Gain certification,288,0.57,Slow,39,14
2940,70,visual,Gain certification,31,1.0,Moderate,37,6
2941,8,auditory,Gain certification,93,0.3,Moderate,47,2
2942,11,kinesthetic,Complete course,269,0.95,Fast,30,11
2943,4,kinesthetic,Complete course,225,0.35,Slow,47,16
2944,38,visual,Complete course,135,0.75,Slow,24,19
2945,98,auditory,Complete course,297,0.75,Fast,27,16
2946,76,kinesthetic,Gain certification,95,0.81,Slow,16,18
2947,41,auditory,Complete course,66,0.69,Moderate,8,7
2948,99,kinesthetic,Complete course,189,0.9,Fast,44,12
2949,6,auditory,Complete course,74,0.31,Slow,13,8
2950,29,auditory,Complete course,110,0.96,Moderate,25,3
2951,72,kinesthetic,Master topic,185,0.49,Slow,24,17
2952,50,auditory,Master topic,109,0.43,Slow,31,18
2953,66,visual,Master topic,103,0.73,Moderate,5,1
2954,70,auditory,Complete course,271,0.57,Fast,7,7
2955,14,auditory,Gain certification,240,0.22,Moderate,34,18
2956,30,kinesthetic,Master topic,249,0.5,Slow,26,4
2957,76,visual,Master topic,285,0.63,Moderate,24,18
2958,52,kinesthetic,Complete course,198,0.2,Slow,37,19
2959,37,kinesthetic,Complete course,81,0.97,Fast,34,6
2960,80,auditory,Master topic,105,0.43,Fast,41,8
2961,34,auditory,Gain certification,155,0.64,Slow,36,12
2962,74,kinesthetic,Complete course,185,0.84,Slow,45,18
2963,80,auditory,Complete course,68,0.5,Slow,12,15
2964,25,visual,Master topic,273,0.87,Moderate,46,13
2965,6,kinesthetic,Master topic,195,0.81,Fast,20,12
2966,83,visual,Gain certification,223,0.54,Moderate,32,11
2967,74,kinesthetic,Gain certification,79,0.8,Fast,44,15
2968,31,auditory,Master topic,279,0.28,Fast,16,8
2969,22,auditory,Complete course,206,0.91,Slow,31,18
2970,93,auditory,Gain certification,104,0.57,Fast,26,11
2971,70,visual,Complete course,157,0.77,Slow,42,9
2972,78,auditory,Master topic,98,0.46,Slow,14,2
2973,97,kinesthetic,Gain certification,190,0.95,Slow,30,10
2974,61,auditory,Gain certification,133,0.46,Moderate,12,6
2975,48,visual,Master topic,287,0.56,Fast,11,2
2976,93,visual,Gain certification,271,0.21,Slow,6,1
2977,0,visual,Complete course,72,0.47,Slow,24,2
2978,91,kinesthetic,Master topic,274,0.44,Fast,16,5
2979,59,kinesthetic,Gain certification,91,0.72,Fast,23,15
2980,10,kinesthetic,Complete course,224,0.37,Moderate,40,20
2981,7,visual,Complete course,275,0.93,Moderate,27,5
2982,43,visual,Complete course,172,0.3,Slow,35,1
2983,11,kinesthetic,Gain certification,196,0.2,Slow,1,14
2984,72,kinesthetic,Master topic,71,0.22,Slow,2,4
2985,77,kinesthetic,Complete course,123,0.43,Moderate,32,1
2986,23,auditory,Master topic,197,0.39,Moderate,36,9
2987,54,auditory,Complete course,129,0.9,Slow,38,10
2988,74,kinesthetic,Master topic,82,0.66,Moderate,41,3
2989,76,kinesthetic,Gain certification,287,0.67,Moderate,21,15
2990,57,kinesthetic,Complete course,265,0.43,Slow,27,12
2991,7,kinesthetic,Complete course,122,0.98,Fast,22,18
2992,74,visual,Gain certification,183,0.62,Moderate,49,17
2993,9,kinesthetic,Gain certification,247,0.52,Fast,40,11
2994,41,kinesthetic,Complete course,248,0.76,Slow,28,19
2995,22,kinesthetic,Master topic,67,0.83,Moderate,35,16
2996,73,auditory,Master topic,219,0.94,Slow,18,3
2997,97,kinesthetic,Gain certification,177,0.92,Fast,28,6
2998,86,auditory,Master topic,135,0.36,Moderate,16,11
2999,84,auditory,Complete course,33,0.94,Fast,39,18
3000,52,kinesthetic,Complete course,65,0.88,Slow,6,3
